Video Id,Video Title,Topic Count,Topics
dh5czgZJIwo,So Graduations are a musical in the Phillippines...Latinos react to Students AWESOME Singing,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 28: martial arts martial, martial art, kali martial, martial arts, arts martial arts, arts martial, martial, karate, judo, fighting (Topic 28: Mixed Martial Arts and Fighting ), Topic 60: hang louis hang, louis hang louis, hang louis, louis hang, prom, bomb happy, karin sai, hang roger hang, hang, fucking (Topic 60: Louis Huang (Internation Actor)), Topic 117: ipakita akong imong, ipakita akong, akong imong telepono, imong telepono ipakita, telepono ipakita, ifogawa ifogawa ifogawa, imong telepono, oppa oppa, phone livein boyfriend, ifogawa ifogawa (Topic 117: Filipino Phrases)"
dnvb9MRVJd4,"THE BEST FILIPINO FOOD | FOOD OF THE PHILIPPINES IN PERTH | DINUGUAN, HALO HALO AND SISIG 🤤🤤🤤",3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 34: squid squid, squid squid squid, squid, stew, soup, shrimp, dip sauce, sauce, fried, soy sauce (Topic 34: Squid)"
doapxNsSkrY,Filipina British Life in UK: WALANG TIGIL TRABAHO PARIN SI MISIS!💪,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 101: koreans bars, mindanao, koreans, cagayan dora, mindanao university, kokari, public, jeju, marawi, cagayan (Topic 101: Korean Presence and Community in Mindanao)"
dtq3cGT8MGM,First Time Trying JOLLIBEE • Filipino Spicy Fried Chicken • Sweet Spaghetti • Palabok • Adobo Rice,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 65: hungry hungry hungry, hungry hungry, hungry, tasty, juicy, eating, delicious, lunch, dish, pop pop pop (Topic 65: Satisfying Hunger with Delicious Food), Topic 82: skin color, beauty, color, skin, noticed, pale skin, tan tan, vesaya tan, skin skin, eyebrow (Topic 82: Skin Color & Beauty), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit)"
dumd2OhjSFI,The Lonely Foreigner (Retire in the Philippines) 🇺🇸 🇵🇭,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience)"
dvbJCDZuWhc,These Filipino Singers will blow you away! | Waleska & Efra react to Viral Filipino Singers | Vol.13,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 5: haircut barber, haircuts, haircut, haircut haircut, cut haircut, barber, barbers, shave, shaved, shave shave (Topic 5: Barber Services), Topic 88: sponsor squarespace, todays sponsor squarespace, blogs galleries, digital nomads, squarespace professional, squarespace, major create blogs, online, blogs galleries calendars, social media (Topic 88: Squarespace and Online Content Creation ), Topic 98: batou batou batou, batou batou, sang miguel, family gossiping, batou, morong morong, tiktok, morong extra morong, pajama party, morong (Topic 98: Activities and Discussions in Morong, Bataan ), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs)"
dwaGrJ65gUg,Filipino Boy Shows BRILLIANT Insight In 1956 Students Debate!,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 22: prejudices prejudice women, discussion roots prejudice, prejudice women, prejudice women women, prejudice talking, talking prejudice, prejudices prejudice, strong prejudice, prejudice hybrids told, prejudice mentioned prejudice (Topic 22: Discussing Prejudice Against Women), Topic 39: discrimination colored, segregation, discrimination, emphasize democratic segregation, colored liberty justice, negroes, prejudice, colored girls white, color, colored (Topic 39: Racial Discrimination)"
dy-A9_Vr7OI,Waleska & Efra React to The Best-Selling OPM Albums in the Philippines of 2010's,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration)"
e0-n3mGN63U,FOREIGNER reacts to They Want to be FILIPINO,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 94: friends attractive attractive, friends attractive, romantic, attractive attractive, romantic girl, attractive, crush friends, girls, lovely girls, attracted (Topic 94: Friendly and Romantic Relationships )"
e01UyRnuAYY,MY PARENTS ARRIVING TO THE PHILIPPINES FOR THE FIRST TIME!,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 90: started traveling, trips, trip, talking tourists, travels, traveling, rumors scared, rumors scared honest, flights, arrival (Topic 90: Experiences of a First Time Traveler)"
e0iPtuNtnJg,A Day In The Life Of A Foreigner Living In A Tent In The Philippines!🇵🇭 Camping In The Philippines,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 63: pule ti, pule pule, groufie, calamansi, pule, kinilaw, purtoo, galo, ti, halle (Topic 63: Filipino Food), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila)"
e0ozbHBGnGM,Trying McDonald's PHILIPPINES Holiday McFlurry! 🇵🇭🎄🍦#shorts #mcdonalds #mcdo #philippines #mcflurry,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration)"
e0pA38VUHEs,Americans React To Top 10 Crazy Things You Will Find Only In Philippines !,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 6: species crocodile, crocodiles, crocodile crocodile, crocodile, peacock fethers, alligator, peacock, endangered species, wildlife, cobra (Topic 6: Wildlife Species & Conservation), Topic 38: nino cathedral, basilica, cathedrals, cathedral, church, basilic, churches, catholics, catholic, santo nino (Topic 38: Basilicas and Cathedrals in the Philippines), Topic 74: beauty pageants beauty, pageants beauty pageants, pageants beauty, beauty pageants, beauty pageant, pageant, phili phili, phili, universe pageant, pageants (Topic 74: Philippine Beauty Pageant & Miss Universe), Topic 114: circle circle circle, hobbit house, circle hall, hall circle, circle circle, circle, circles, hobbit, restaurants, themed bar (Topic 114: Specific Venues: Circle Hall, Hobbit House, and Themed Spots )"
e2W9UaVhsX0,HOW THE PHILIPPINES CHANGED OUR LIVES FOREVER 🇵🇭 AMERICANS REACT,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila)"
e5mAUbRosCY,Mobile Stores & Pop-Up Shops with Cebu Philippines Classic Riders | John Smulo,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 46: flag flag, flag, flag secret national, flag flag flag, secret national flag, flag represent, flag republic, national flag, flags, national flag secret (Topic 46: National Flag), Topic 80: married filipina, married, wedding rings, shocked elderly, catholic upbringing, elderly, filipina fears dating, relationships, rings, deported attending (Topic 80: Filipino Marriage Tradition), Topic 86: filipina, christian filipina, davao loving, happy, davao loving caring, loving loving, funny, culture humble, jokes funny hilarious, loving (Topic 86: Characteristics of Filipinas from Davao)"
e7-T73BQ7js,Manila Taxi Driver Tries to SCAM Us #Philipines #manila #Shorts,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
e7eggKProwI,Foreigner Explores ''FRIENDLY'' Neighbourhood In The Philippines,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila)"
e7kTR2E9Wlc,HUNGARIAN FRIENDS IMPRESSED BY PHILIPPINES MOST BEAUTIFUL VIEW! + First Time Trying Moma LAPTRIP,7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 11: negros negros, black accepting black, black experience, black black accepting, black black, experience black, black, negros, black accepting, black friendly (Topic 11:  Black Experiences and Acceptance), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 21: rice terraces smartly, eighth rice terraces, rice terraces, terraces eighth rice, destination rice plantations, rice terraces eighth, tourist destination rice, rice vegetables exported, harvest rice vegetables, rice plantations (Topic 21: Banaue Rice Terraces), Topic 23: winter summer cold, summer cold, winter, cold cold, cold, autumn, warm, snow, seasons, seasons seasons (Topic 23: Seasons and Weather ), Topic 29: doctor doctor doctor, doctor, doctor doctor, vincent hospital, hospital, ultrasound blood, blood tests, ultrasound blood tests, ultrasound, blood (Topic 29: Medical Diagnostics & Hospital Services ), Topic 117: ipakita akong imong, ipakita akong, akong imong telepono, imong telepono ipakita, telepono ipakita, ifogawa ifogawa ifogawa, imong telepono, oppa oppa, phone livein boyfriend, ifogawa ifogawa (Topic 117: Filipino Phrases)"
e8d-RyhSehM,Philippines Road Trip: Manila to Tagaytay (Trying Puto Bumbong) 🇵🇭,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
e9iFewbAcTk,JAPANESE SAMURAI REACTION / Eskrima vs Iaido | Unbelievable fight,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 28: martial arts martial, martial art, kali martial, martial arts, arts martial arts, arts martial, martial, karate, judo, fighting (Topic 28: Mixed Martial Arts and Fighting )"
e9waYroSPgo,Foreigner Tries $1 Filipino Haircut In The Philippines!🇵🇭 (I Was Shocked),2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 5: haircut barber, haircuts, haircut, haircut haircut, cut haircut, barber, barbers, shave, shaved, shave shave (Topic 5: Barber Services)"
eB_2R_Pockc,WELCOME TO THE PHILIPPINES 🇵🇭,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 91: manila surrounding cities, manila population, capital manila surrounding, manila largest, nations capital manila, manila capital, cities manila, manila surrounding, capital manila, manila population daytime (Topic 91: Metro Manila as the National Capital Region), Topic 106: bohol chocolate hills, chocolate hills atv, chocolate hills, chocolate chocolate hills, hills bohol, located island bohol, hills atv, hills, trip, streets (Topic 106: Chocolate Hills in Bohol), Topic 116: como esta, chicken, chicken ball hot, chicken balls chicken, chicken chicken, chicken hot dog, chicken chicken chicken, esta, chicken balls, balls chicken (Topic 116: Chicken & its Specific Related Dishes )"
eFu2w2KX4ss,Filipino Singers Attempting International Singers' High Notes REACTION,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
eKVvurYk5kQ,Foreigner and Filipina House Build Philippines 5Nov22. @LeRocphilippines5539,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 15: walk beach, beach, beach beach beach, beach beach, beaches, john john, walk water walk, walk water, water walk, water walk water (Topic 15: Walking by the Beach Experience), Topic 39: discrimination colored, segregation, discrimination, emphasize democratic segregation, colored liberty justice, negroes, prejudice, colored girls white, color, colored (Topic 39: Racial Discrimination), Topic 83: conduit, tiles, shovel, balic, wire, garbage garbage, tile, balic buyin, walls, skim (Topic 83: Building Materials and Tools for Construction), Topic 105: dig, procure, brother jay, jay jay jay, cut grass, picking garbage, cut grass cut, jay, ej, driveway (Topic 105: Unclear Repeated Terms)"
